# Annotazioni dei componenti di terze parti - traguardo T-03, criterio 5.
#
# Formato dichiarato in pipeline/README-COMPONENTI.md. Dati separati da tabulazione, righe di
# commento con «#». Il controllo scripts/verifica-registro-componenti.sh confronta questo file con
# la distinta generata e FA FALLIRE la costruzione quando un componente è presente nella distinta
# e assente da qui, oppure quando un componente ha licenza segnata come incompatibile o
# indeterminabile. Modificare questo file senza leggere il README produce quasi sempre un errore
# che il README avrebbe evitato.
#
componente	versione	licenza_dichiarata	compatibilita_apache_2_0	motivo_inclusione	canale_di_avviso
infima	0.2.0-alpha.45	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/theme-classic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
inherits	2.0.4	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira hpack.js, http-errors, readable-stream. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
ini	2.0.0	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira global-dirs. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
inline-style-parser	0.2.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira style-to-object. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
internmap	2.0.3	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira d3-array. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
invariant	2.2.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @slorber/react-helmet-async. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
ipaddr.js	2.5.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-alphabetical	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira is-alphanumerical. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-alphanumerical	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira parse-entities. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-arrayish	0.2.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira error-ex. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-binary-path	2.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira chokidar. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-ci	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-core-module	2.16.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira resolve. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-decimal	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira is-alphanumerical, parse-entities. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-docker	2.2.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira is-wsl, open. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-extendable	0.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira extend-shallow. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-extglob	2.1.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira is-glob. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-fullwidth-code-point	3.0.0	MIT	compatibile	Dipendenza transitiva senza genitore dichiarato nella distinta: presente nell'albero risolto, tirata da un componente che non la dichiara come dipendenza diretta.	https://github.com/fedcal/Telemedic/security/dependabot
is-glob	4.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira chokidar, glob-parent, http-proxy-middleware. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-hexadecimal	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira parse-entities. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-inside-container	1.0.0	MIT	compatibile	Dipendenza transitiva senza genitore dichiarato nella distinta: presente nell'albero risolto, tirata da un componente che non la dichiara come dipendenza diretta.	https://github.com/fedcal/Telemedic/security/dependabot
is-installed-globally	0.4.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-network-error	1.3.2	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira p-retry. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-npm	6.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-number	7.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira to-regex-range. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-obj	1.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira stringify-object. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-path-inside	3.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira is-installed-globally. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-plain-obj	4.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira unified. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-plain-object	2.0.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira clone-deep. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-regexp	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira stringify-object. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-stream	2.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira execa. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-typedarray	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira typedarray-to-buffer, write-file-atomic. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-wsl	2.2.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira open. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
is-yarn-global	0.4.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
isarray	0.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira path-to-regexp. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
isexe	2.0.0	ISC	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira which. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
isobject	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira is-plain-object. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
jest-util	29.7.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira jest-worker. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
jest-worker	29.7.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira css-minimizer-webpack-plugin. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
jiti	1.21.7	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/utils, postcss-loader. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
joi	17.13.6	BSD-3-Clause	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @docusaurus/types, @docusaurus/utils-validation. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
js-tokens	4.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/code-frame, loose-envify. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
js-yaml	4.3.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @11ty/gray-matter, @docusaurus/plugin-content-docs, @docusaurus/utils e altri 2. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
jsesc	3.1.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/generator, regjsparser. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
json-buffer	3.0.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira keyv. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
json-parse-even-better-errors	2.3.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira parse-json. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
json-schema-traverse	1.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira ajv. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
json5	2.2.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @babel/core, loader-utils. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
jsonfile	6.2.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira fs-extra. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
katex	0.16.47	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
keyv	4.5.4	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira cacheable-request. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
khroma	2.1.0	NOLICENSE	indeterminabile	Dipendenza transitiva: il progetto non l'ha scelta, la tira mermaid. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
kind-of	6.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @11ty/gray-matter, clone-deep, section-matter e altri 1. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
klaw-sync	6.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira @easyops-cn/docusaurus-search-local. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
kleur	3.0.3	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira prompts. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
latest-version	7.0.0	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira update-notifier. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
launch-editor	2.14.1	MIT	compatibile	Dipendenza transitiva: il progetto non l'ha scelta, la tira webpack-dev-server. La ragione della sua presenza e' quella del componente che la richiede.	https://github.com/fedcal/Telemedic/security/dependabot
